Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
2891;1001;SAO PAULO;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010013;2;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;433,8
2893;1001;SAO PAULO;NOVA FRIBURGO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010010;2;NOVA FRIBURGO (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;558,61
2894;1001;SAO PAULO;NOVA FRIBURGO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010010;2;NOVA FRIBURGO (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;558,61
2896;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010009;2;CABO FRIO (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;582
2898;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010022;2;NITEROI (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;445,6
2923;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010022;2;NITEROI (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;445,6
2952;1001;SAO PAULO;NITEROI (RJ) - MACAE (RJ) (CNX SP);SP - NIT/CPS/MAC/FRIB/CBF;0;LEITO DD;DETRO/RJ;RODOVIARIO          ;0;8;2952;2;NITEROI (RJ) - MACAE (RJ) (CNX SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;180,6
2954;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010022;2;NITEROI (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2956;1001;SAO PAULO;NITEROI (RJ) - CAMPOS (RJ);SP - NIT/CPS/MAC/FRIB/CBF;0;LEITO DD;DETRO/RJ;RODOVIARIO          ;0;8;2956;2;NITEROI (RJ) - CAMPOS (RJ);0;Demais Mercados;Normal;Seccionado;Regional Rio;265,1
2958;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010022;2;NITEROI (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2960;1001;SAO PAULO;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;0;CAMA;ANTT;RODOVIARIO          ;0;8;7010551;2;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;398,09
2963;1001;SAO PAULO;RIO DE JANEIRO (RJ) - OSASCO (SP);SAO PAULO - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010014;2;RIO DE JANEIRO (RJ) - OSASCO (SP);0;Vedetes;Normal;Seccionado;Regional Rio;447,9
2965;1001;SAO PAULO;ITABORAI ( RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010033;2;ITABORAI ( RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2971;1001;SAO PAULO;ITABORAI ( RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0010033;2;ITABORAI ( RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2998;1001;SAO PAULO;RIO DE JANEIRO (RJ) - OSASCO (SP);SAO PAULO - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO;0;8;RJSP0010014;2;RIO DE JANEIRO (RJ) - OSASCO (SP);0;Vedetes;Normal;Seccionado;Regional Rio;447,9
3002;CATARINENSE;JOINVILLE;JOINVILLE(SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO;0;8;16020251;3;JOINVILLE(SC) - SAO PAULO (SP);0;Vedetes;Normal;Direto;Regional Sul;559,1
3026;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001039;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;803,85
3034;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP);SP - INTERIOR SC ;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001016;3;BRUSQUE (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;638,92
3044;CATARINENSE;FOZ DO IGUACU;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);SC - FOZ;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCPR0001051;3;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);0;Demais Mercados;Normal;Seccionado;Regional Sul;970,4
3049;CATARINENSE;FOZ DO IGUACU;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);SC - FOZ;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCPR0001051;3;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);0;Demais Mercados;Normal;Seccionado;Regional Sul;970,4
3063;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;LEITO DD;ANTT;RODOVIARIO          ;0;8;16009541;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;691,25
3071;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001031;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;691,25
3079;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);FOZ - SAO PAULO ;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001037;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);0;Demais Mercados;Normal;Seccionado;Regional Sul;670,01
3089;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001010;3;MARINGA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;627,01
3146;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;9000251;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;302,7
3198;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRRS0001034;3;CURITIBA (PR) - PORTO ALEGRE (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3335;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;9035751;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;302,7
3358;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16001851;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;914,8
3376;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001020;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;614,25
3388;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP);SP - INTERIOR SC ;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001016;3;BRUSQUE (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;667,7
3390;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP);SP - INTERIOR SC ;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001016;3;BRUSQUE (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;667,7
3394;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001021;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;691,25
3418;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001021;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;691,25
3528;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16008951;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;767,15
3529;CATARINENSE;FOZ DO IGUACU;GUARAPUAVA (PR) - SAO PAULO (SP);FOZ - SAO PAULO;0;CAMA;ANTT;RODOVIARIO          ;0;8;9053151;3;GUARAPUAVA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;716,21
3536;CATARINENSE;MARINGA;CAMPO MOURAO (PR) - APARECIDA (SP);SAO PAULO - MARINGA;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001041;3;CAMPO MOURAO (PR) - APARECIDA (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;875,57
3550;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001010;3;MARINGA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;627,01
3560;CATARINENSE;MARINGA;CAMPO MOURAO (PR) - APARECIDA (SP);SAO PAULO - MARINGA;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001041;3;CAMPO MOURAO (PR) - APARECIDA (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;875,57
3568;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - CAMPINAS (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16007351;3;ARARANGUA (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;1017,15
3570;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16001851;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;915,8
3574;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO;0;8;9945451;3;CURITIBA (PR) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;1051,56
3576;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;0;CAMA;ANTT;RODOVIARIO          ;0;8;10000151;3;BALNEARIO CAMBORIU (SC) - PORTO ALEGRE (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;536
3582;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - PORTO ALEGRE (RS);CURITIBA - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;10000151;3;BALNEARIO CAMBORIU (SC) - PORTO ALEGRE (RS);0;Vedetes;Normal;Seccionado;Regional Sul;536
3587;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;16013551;3;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;934,5
3589;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16001851;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;915,8
3591;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16007151;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;911,85
3593;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16007251;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;960,45
3599;CATARINENSE;FOZ DO IGUACU;GUARAPUAVA (PR) - SAO PAULO (SP);FOZ - SAO PAULO ;0;CAMA;ANTT;RODOVIARIO          ;0;8;9033351;3;GUARAPUAVA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;716,21
3601;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - CAMPINAS (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001043;3;ARARANGUA (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;1016,15
3603;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;16001851;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;914,8
3605;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001038;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;910,85
3611;CATARINENSE;FOZ DO IGUACU;SAO PAULO (SP) - FOZ DO IGUACU (PR);FOZ - SAO PAULO ;0;CAMA;ANTT;RODOVIARIO          ;0;8;8019451;3;SAO PAULO (SP) - FOZ DO IGUACU (PR);0;Demais Mercados;Normal;Seccionado;Regional Sul;1006,05
3621;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001042;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;959,45
3623;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;0;CAMA;ANTT;RODOVIARIO;0;8;16001851;3;ARARANGUA (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;914,8
3625;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;16013551;3;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;836,64
3656;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;0;CAMA;ANTT;RODOVIARIO          ;0;8;9021851;3;CURITIBA (PR) - PORTO ALEGRE (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3668;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRRS0001034;3;CURITIBA (PR) - PORTO ALEGRE (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3677;CATARINENSE;RIO DO SUL;RIO DO SUL (SC) - SAO PAULO (SP);SP - INTERIOR SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001017;3;RIO DO SUL (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;720,2
3679;CATARINENSE;RIO DO SUL;RIO DO SUL (SC) - SAO PAULO (SP);SP - INTERIOR SC;0;CAMA;ANTT;RODOVIARIO          ;0;8;SCSP0001017;3;RIO DO SUL (SC) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;720,2
3693;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);FOZ - SAO PAULO ;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRSP0001037;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);0;Demais Mercados;Normal;Seccionado;Regional Sul;1047,91
3754;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;0;CAMA;ANTT;RODOVIARIO          ;0;8;PRRS0001034;3;CURITIBA (PR) - PORTO ALEGRE (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;749,56
3756;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;CAMA - VAI DIRETO;ANTT;RODOVIARIO          ;0;8;9037851;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Direto;Regional Sul;297,15
3769;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) (VAI DIRETO);CURITIBA - LITORAL SC;0;CAMA - VAI DIRETO;ANTT;RODOVIARIO          ;0;8;PRSC0001057;3;CURITIBA (PR) - FLORIANOPOLIS (SC) (VAI DIRETO);0;Vedetes;Normal;Direto;Regional Sul;297,15
3955;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;9039751;3;CURITIBA (PR) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;1045,14
3957;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;9039751;3;CURITIBA (PR) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;1104,03
3961;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;16013551;3;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);0;Demais Mercados;Normal;Seccionado;Regional Sul;792,44
4242;EXPRESSO;EXPRESSO DO SUL;SAO PAULO (SP) - RIO DE JANEIRO (RJ);SAO PAULO - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPRJ0036008;4;SAO PAULO (SP) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Direto;Regional SP - ANTT;433,8
4829;EXPRESSO;EXPRESSO DO SUL;SAO PAULO (SP) - RIO DE JANEIRO (RJ);SAO PAULO - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPRJ0036008;4;SAO PAULO (SP) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Direto;Regional SP - ANTT;433,8
4831;EXPRESSO;EXPRESSO DO SUL;EMBU DAS ARTES (SP) - RIO DE JANEIRO (RJ);SAO PAULO - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPRJ0036004;4;EMBU DAS ARTES (SP) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Direto;Regional SP - ANTT;433,8
7200;COMETA;CURITIBA;SAO PAULO (CNX) (SP) - CAMPINAS (SP);SAO PAULO - CURITIBA;0;CONVENCIONAL;ARTESP;RODOVIARIO          ;0;8;9413A-1;7;SAO PAULO (CNX) (SP) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;104
7249;COMETA;BELO HORIZONTE;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;MGRJ0041052;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
7259;COMETA;BELO HORIZONTE;SAO PAULO (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPMG0041058;7;SAO PAULO (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;595,1
7260;COMETA;SAO JOSE DO RIO PRETO;SAO PAULO (SP) SAO JOSE DO RIO PRETO (SP);SAO PAULO - SAO JOSE DO RIO PRETO;0;CAMA;ARTESP;RODOVIARIO          ;0;8;1,38E+02;7;SAO PAULO (SP) SAO JOSE DO RIO PRETO (SP);0;Vedetes;Normal;Seccionado;Regional SP - Interior;435
7264;COMETA;BELO HORIZONTE;SAO PAULO (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPMG0041058;7;SAO PAULO (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;595,1
7274;COMETA;CURITIBA;SAO PAULO (SP) - CURITIBA (PR);SAO PAULO - CURITIBA;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPPR0041050;7;SAO PAULO (SP) - CURITIBA (PR);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;431,1
7283;WEMOBI;WEMOBI;SAO PAULO (SP) - BELO HORIZONTE (MG);WEMOBI;0;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;0;8;8005631;7;SAO PAULO (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;WEMOBI;595,1
7291;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - SAO PAULO (SP);SAO PAULO - SUL DE MINAS;0;CAMA;ANTT;RODOVIARIO          ;0;8;6031651;7;JUIZ DE FORA (MG) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional SP - ANTT;495,6
7297;COMETA;VOLTA REDONDA;VOLTA REDONDA (RJ) - SAO PAULO (SP);SAO PAULO - VALE DO PARAIBA;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0041011;7;VOLTA REDONDA (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional SP - ANTT;316,9
7374;COMETA;BELO HORIZONTE;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;MGRJ0041052;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
7376;COMETA;BELO HORIZONTE;SANTOS (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;0;CAMA;ANTT;RODOVIARIO          ;0;8;8004951;7;SANTOS (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;677,1
7378;COMETA;BELO HORIZONTE;SANTOS (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;0;CAMA;ANTT;RODOVIARIO          ;0;8;8004951;7;SANTOS (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;677,1
7380;COMETA;VOLTA REDONDA;VOLTA REDONDA (RJ) - SAO PAULO (SP);SAO PAULO - VALE DO PARAIBA ;0;CAMA;ANTT;RODOVIARIO          ;0;8;RJSP0041011;7;VOLTA REDONDA (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional SP - ANTT;316,9
7382;COMETA;BELO HORIZONTE;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;MGRJ0041052;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
7388;COMETA;BELO HORIZONTE;SAO PAULO (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE ;0;CAMA;ANTT;RODOVIARIO          ;0;8;8005651;7;SAO PAULO (SP) - BELO HORIZONTE (MG);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;595,1
7391;COMETA;CURITIBA;SAO PAULO (SP) - CURITIBA (PR);SAO PAULO - CURITIBA;0;CAMA;ANTT;RODOVIARIO          ;0;8;SPPR0041050;7;SAO PAULO (SP) - CURITIBA (PR);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;420
7419;COMETA;RIBEIRAO PRETO;ABC (SP) - RIBEIRAO PRETO (SP);SAO PAULO - RIBEIRAO PRETO;0;LEITO DD;ARTESP;RODOVIARIO          ;0;8;6376A-2;7;ABC (SP) - RIBEIRAO PRETO (SP);0;Vedetes;Normal;Seccionado;Regional SP - Interior;319
7440;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - SAO PAULO (SP);SAO PAULO - SUL DE MINAS;0;CAMA;ANTT;RODOVIARIO          ;0;8;6031651;7;JUIZ DE FORA (MG) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional SP - ANTT;495,6
7441;COMETA;RIBEIRAO PRETO;SAO PAULO (SP) - RIBEIRAO PRETO (SP);SAO PAULO - RIBEIRAO PRETO;0;CAMA;ARTESP;RODOVIARIO          ;0;8;6376A-1;7;SAO PAULO (SP) - RIBEIRAO PRETO (SP);0;Vedetes;Normal;Seccionado;Regional SP - Interior;319
7455;COMETA;BELO HORIZONTE;BETIM (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;0;CAMA;ANTT;RODOVIARIO          ;0;8;MGRJ0041041;7;BETIM (MG) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
