Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
3006;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;EXEC. DD;ANTT;RODOVIARIO;1;52;07-0209-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;Vedetes;Normal;Direto;Regional Sul;396,59
3014;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;287,14;EXEC. DD;ANTT;RODOVIARIO;1;52;090533-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);287,14;Vedetes;Normal;Seccionado;Regional Sul;287,15
3039;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FOZ DO IGUACU (PR);CURITIBA - FOZ;654,2;CONV. DD;DER/PR;RODOVIARIO          ;1;52;00-200635-00;3;CURITIBA (PR) - FOZ DO IGUACU (PR);654,2;Vedetes;Normal;Seccionado;Regional Sul;654,2
3053;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;CONV. DD;ANTT;RODOVIARIO          ;1;52;07-0209-00;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;Vedetes;Normal;Seccionado;Regional Sul;398,59
3055;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;EXEC. DD;ANTT;RODOVIARIO          ;1;52;07-0209-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;Vedetes;Normal;Seccionado;Regional Sul;398,59
3076;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;293,62;CONV. DD;ANTT;RODOVIARIO          ;1;52;09-0002-00;3;CURITIBA (PR) - FLORIANOPOLIS (SC);293,62;Vedetes;Normal;Seccionado;Regional Sul;297,14
3082;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FLORIANOPOLIS (SC) CNX FOZ;SC - FOZ;302,69;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0002-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC) CNX FOZ;302,69;Demais Mercados;Normal;Seccionado;Regional Sul;302,7
3188;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA ITJ-CMB;CURITIBA - LITORAL SC;302,69;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0032-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA ITJ-CMB;302,69;Vedetes;Normal;Seccionado;Regional Sul;302,7
3193;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,85;CONV. DD;ANTT;RODOVIARIO          ;1;52;16-0084-00;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,85;Vedetes;Normal;Seccionado;Regional Sul;803,85
3337;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA CMB-TJC;CURITIBA - LITORAL SC;302,69;CONV. DD;ANTT;RODOVIARIO          ;1;52;09-0359-00;3;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA CMB-TJC;302,69;Vedetes;Normal;Seccionado;Regional Sul;302,7
3339;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) DIRETO;CURITIBA - LITORAL SC;297,14;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0378-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC) DIRETO;297,14;Vedetes;Normal;Seccionado;Regional Sul;297,14
3475;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;297,14;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0357-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);297,14;Vedetes;Normal;Seccionado;Regional Sul;297,14
3477;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;325,35;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0359-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);325,35;Vedetes;Normal;Seccionado;Regional Sul;325,35
3479;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;297,14;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0032-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);297,14;Vedetes;Normal;Seccionado;Regional Sul;297,14
3481;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,69;EXEC. DD;ANTT;RODOVIARIO          ;1;52;09-0002-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,69;Vedetes;Normal;Seccionado;Regional Sul;302,7
3483;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;643,29;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0093-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);643,29;Vedetes;Normal;Seccionado;Regional Sul;643,3
3485;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0092-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;Vedetes;Normal;Seccionado;Regional Sul;691,25
3487;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;630,35;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0091-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);630,35;Vedetes;Normal;Seccionado;Regional Sul;630,35
3489;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);ABC LITORAL - SC ;759,88;CONV. DD;ANTT;RODOVIARIO          ;1;52;16-0097-00;3;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);759,88;Demais Mercados;Normal;Seccionado;Regional Sul;767,89
3491;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;833,85;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0084-61;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);833,85;Vedetes;Normal;Seccionado;Regional Sul;833,85
3493;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;833,86;CONV. DD;ANTT;RODOVIARIO          ;1;52;16-0084-00;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);833,86;Vedetes;Normal;Seccionado;Regional Sul;833,85
3495;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);SP - LITORAL SC;614,25;CONV. DD;ANTT;RODOVIARIO          ;1;52;16-0066-00;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);614,25;Vedetes;Normal;Seccionado;Regional Sul;614,25
3497;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;721,25;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0124-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);721,25;Vedetes;Normal;Seccionado;Regional Sul;721,25
3607;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);ABC LITORAL - SC ;737,12;CONV. DD;ANTT;RODOVIARIO          ;1;52;16-0134-00;3;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);737,12;Demais Mercados;Normal;Seccionado;Regional Sul;737,12
3661;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;749,54;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0084-61;3;CURITIBA (PR) - PORTO ALEGRE (RS);749,54;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3699;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16-0093-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;Vedetes;Normal;Seccionado;Regional Sul;691,25
4850;EXPRESSO;EXPRESSO DO SUL;SAO PAULO (SP) - RIO DE JANEIRO (RJ);SAO PAULO - RIO DE JANEIRO;426,69;EXEC. DD;ANTT;RODOVIARIO          ;1;52;08-0097-61;4;SAO PAULO (SP) - RIO DE JANEIRO (RJ);426,69;Vedetes;Normal;Direto;Regional SP - ANTT;426,7
7471;COMETA;FRANCA;SAO PAULO (SP) - FRANCA (SP);SAO PAULO - FRANCA;418;CONV. DD;ARTESP;RODOVIARIO          ;1;52;0828-02;7;SAO PAULO (SP) - FRANCA (SP);418;Vedetes;Normal;Seccionado;Regional SP - Interior;418
7514;COMETA;SAO JOSE DO RIO PRETO;RIOLANDIA (SP) - SAO PAULO (SP);SAO PAULO - SAO JOSE DO RIO PRETO;612,79;CONV. DD;ARTESP;RODOVIARIO          ;1;52;0124A-1;7;RIOLANDIA (SP) - SAO PAULO (SP);612,79;Vedetes;Normal;Seccionado;Regional SP - Interior;612,8
7515;COMETA;SAO JOSE DO RIO PRETO;RIOLANDIA (SP) - SAO PAULO (SP);SAO PAULO - SAO JOSE DO RIO PRETO;612,79;EXEC. DD;ARTESP;RODOVIARIO          ;1;52;0124A-1;7;RIOLANDIA (SP) - SAO PAULO (SP);612,79;Vedetes;Normal;Seccionado;Regional SP - Interior;612,8
7531;COMETA;BELO HORIZONTE;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;442,3;EXEC. DD;ANTT;RODOVIARIO;1;52;06-0305-61;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);442,3;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
7533;COMETA;BELO HORIZONTE;CAMPINAS (SP) - BELO HORIZONTE (MG) (VIA CONTAGEM);SAO PAULO - BELO HORIZONTE;521,71;EXEC. DD;ANTT;RODOVIARIO          ;1;52;08-0207-61;7;CAMPINAS (SP) - BELO HORIZONTE (MG) (VIA CONTAGEM);521,71;Vedetes;Normal;Seccionado;Regional SP - ANTT;521,71
7535;COMETA;BELO HORIZONTE;SAO PAULO (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;595,1;EXEC. DD;ANTT;RODOVIARIO          ;1;52;08-0056-61;7;SAO PAULO (SP) - BELO HORIZONTE (MG);595,1;Vedetes;Normal;Seccionado;Regional SP - ANTT;595,1
7560;COMETA;BELO HORIZONTE;SAO PAULO (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;595,1;EXEC. DD;ANTT;RODOVIARIO;1;52;08-0056-61;7;SAO PAULO (SP) - BELO HORIZONTE (MG);595,1;Vedetes;Normal;Seccionado;Regional SP - ANTT;595,1
7755;COMETA;RIBEIRAO PRETO;ABC (SP) - RIBEIRAO PRETO (SP);SAO PAULO - RIBEIRAO PRETO;354;CONV. DD;ARTESP;RODOVIARIO          ;1;52;6376-02;7;ABC (SP) - RIBEIRAO PRETO (SP);354;Vedetes;Normal;Seccionado;Regional SP - Interior;354
7757;COMETA;RIBEIRAO PRETO;SAO PAULO (SP) - RIBEIRAO PRETO (SP);SAO PAULO - RIBEIRAO PRETO;319;CONV. DD;ARTESP;RODOVIARIO          ;1;52;6376;7;SAO PAULO (SP) - RIBEIRAO PRETO (SP);319;Vedetes;Normal;Seccionado;Regional SP - Interior;319
30012;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);FOZ - SAO PAULO;1047,91;SEMI LEITO;ANTT;RODOVIARIO          ;1;52;9042430;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);1047,91;Demais Mercados;Normal;Seccionado;Regional Sul;1047,91
30028;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;700;EXEC. DD;ANTT;RODOVIARIO          ;1;52;16021361;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);700;;;;Regional Sul;700
30030;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;627;EXEC. DD;ANTT;RODOVIARIO          ;1;52;9032861;3;MARINGA (PR) - SAO PAULO (SP);627;Demais Mercados;Normal;Seccionado;Regional Sul;627
30029;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;700;SEMILTO. DD;ANTT;RODOVIARIO          ;1;52;16021330;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);700;;;;Regional Sul;700
30031;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;627;SEMILTO. DD;ANTT;RODOVIARIO          ;1;52;9032830;3;MARINGA (PR) - SAO PAULO (SP);627;Demais Mercados;Normal;Seccionado;Regional Sul;627
70042;COMETA;RIBEIRAO PRETO;SAO PAULO (SP) - RIBEIRAO PRETO (SP);SAO PAULO - RIBEIRAO PRETO;319;CONV. DD;ARTESP;RODOVIARIO          ;1;52;6376A-1;7;SAO PAULO (SP) - RIBEIRAO PRETO (SP);319;Vedetes;Normal;Seccionado;Regional SP - Interior;319
3041;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SOROCABA (SP);SOROCABA - RIO ;519,28;CONV. DD;ANTT;RODOVIARIO;1;53;7015100;3;RIO DE JANEIRO (RJ) - SOROCABA (SP);519,28;Vedetes;Normal;Seccionado;Regional Sul;519,29
3120;CATARINENSE;CURITIBA;BALNEARIO CAMBORIU (SC) - SAO LEOPOLDO (RS) VIA POA;CURITIBA - SANTA MARIA;541,1;CONV. DD;ANTT;RODOVIARIO          ;1;53;16-0138-00;3;BALNEARIO CAMBORIU (SC) - SAO LEOPOLDO (RS) VIA POA;541,1;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;541,1
3553;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - CAMPOS DOS GOYTACAZES (RJ);FOZ - RIO DE JANEIRO;1708,86;CONV. DD;ANTT;RODOVIARIO          ;1;53;09-0331-00;3;FOZ DO IGUACU (PR) - CAMPOS DOS GOYTACAZES (RJ);1708,86;Demais Mercados;Normal;Seccionado;Regional Sul;1708,86
3609;CATARINENSE;BLUMENAU;CURITIBA (PR) - BLUMENAU (SC);CURITIBA - INTERIOR SC ;237,19;CONV. DD;ANTT;RODOVIARIO          ;1;53;09-0015-00;3;CURITIBA (PR) - BLUMENAU (SC);237,19;Demais Mercados;Normal;Seccionado;Regional Sul;237,2
3616;CATARINENSE;FOZ DO IGUACU;NOVA IGUACU (RJ) - SOROCABA (SP);SOROCABA - RIO ;502,99;CONVENCIONAL;ANTT;RODOVIARIO          ;1;53;08-0293-00;3;NOVA IGUACU (RJ) - SOROCABA (SP);502,99;Vedetes;Normal;Seccionado;Regional Sul;502,99
3672;CATARINENSE;FOZ DO IGUACU;NOVA IGUACU (RJ) - SOROCABA (SP);SOROCABA - RIO ;502,99;SEMI LEITO;ANTT;RODOVIARIO          ;1;53;08-0293-31;3;NOVA IGUACU (RJ) - SOROCABA (SP);502,99;Vedetes;Normal;Seccionado;Regional Sul;502,99
3763;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,69;CONVENCIONAL;ANTT;RODOVIARIO          ;1;53;09-0002-00;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,69;Vedetes;Normal;Seccionado;Regional Sul;302,7
3879;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FOZ DO IGUACU (PR);CURITIBA - FOZ;647;CONVENCIONAL;DER/PR;RODOVIARIO          ;1;44;20-0635-00;3;CURITIBA (PR) - FOZ DO IGUACU (PR);647;Vedetes;Normal;Seccionado;Regional Sul;647
3884;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FOZ DO IGUACU (PR);CURITIBA - FOZ;640;CONVENCIONAL;DER/PR;RODOVIARIO          ;1;53;02-00635-00;3;CURITIBA (PR) - FOZ DO IGUACU (PR);640;Vedetes;Normal;Seccionado;Regional Sul;640
30003;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SOROCABA - RIO ;412;SEMILTO. DD;ANTT;RODOVIARIO          ;1;44;7017730;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);412;;;;Regional Sul;412
3095;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FLORIANOPOLIS (SC) - CNX FOZ;SC - FOZ;302,69;SEMILTO. DD;ANTT;RODOVIARIO          ;1;53;9000231;3;CURITIBA (PR) - FLORIANOPOLIS (SC) - CNX FOZ;302,69;;;;Regional Sul;302,7
3097;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FOZ DO IGUACU (PR);CURITIBA - FOZ;639,1;CONV. DD;DER/PR;RODOVIARIO          ;1;53;20063508;3;CURITIBA (PR) - FOZ DO IGUACU (PR);639,1;;;;Regional Sul;639,1
3351;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,85;CONV. DD;ANTT;RODOVIARIO          ;1;53;16008400;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,85;;;;Regional Sul;803,85
3377;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,69;CONV. DD;ANTT;RODOVIARIO          ;1;53;9000200;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,69;;;;Regional Sul;302,7
3405;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,85;SEMILTO. DD;ANTT;RODOVIARIO          ;1;53;16008431;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,85;;;;Regional Sul;803,85
3425;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;643,29;SEMILTO. DD;ANTT;RODOVIARIO          ;1;53;16009531;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);643,29;;;;Regional Sul;643,3
3443;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;297,75;SEMILTO. DD;ANTT;RODOVIARIO          ;1;53;9004431;3;CURITIBA (PR) - FLORIANOPOLIS (SC);297,75;;;;Regional Sul;297,75
3545;CATARINENSE;FOZ DO IGUACU;LONDRINA (PR) - SAO PAULO (SP);FOZ - SAO PAULO ;531,5;CONV. DD;ANTT;RODOVIARIO          ;1;53;9032700;3;LONDRINA (PR) - SAO PAULO (SP);531,5;;;;Regional Sul;531,5
30070;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - RIO DE JANEIRO (RJ);FOZ - RIO DE JANEIRO;1524;CONV. DD;ANTT;RODOVIARIO          ;1;44;9034100;3;FOZ DO IGUACU (PR) - RIO DE JANEIRO (RJ);1524;;;;Regional Sul;1524
30074;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SOROCABA - RIO ;412;CONV. DD;ANTT;RODOVIARIO          ;1;44;7017700;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);412;;;;Regional Sul;412
30078;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;694;CONV. DD;ANTT;RODOVIARIO          ;1;53;16021300;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);694;;;;Regional Sul;694
30091;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP) - VIA GLORIA;SOROCABA - RIO;450;CONV. DD;ANTT;RODOVIARIO          ;1;44;7017700;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP) - VIA GLORIA;450;;;;Regional Sul;450
2798;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO ( SP);SP - NIT/CPS/MAC/FRIB/CBF;557,15;SEMILTO. DD;ANTT;RODOVIARIO;1;54;7180731;2;CABO FRIO (RJ) - SAO PAULO ( SP);557,15;;;;Regional Rio;557,16
2964;1001;SAO PAULO;ITABORAI ( RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;7009531;2;ITABORAI ( RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
30017;CATARINENSE;FLORIANOPOLIS;BALNEARIO CAMBORIU - SC - JARAGUA DO SUL (SC);FLORIANOPOLIS - MAFRA;131,66;CONV. DD;DETER/SC;RODOVIARIO          ;1;54;264-1;3;BALNEARIO CAMBORIU - SC - JARAGUA DO SUL (SC);131,66;;;;Regional Sul;131,66
30013;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC ;302,7;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;9000231;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,7;;;;Regional Sul;302,7
30015;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC ;302,7;CONV. DD;ANTT;RODOVIARIO          ;1;46;9000200;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,7;;;;Regional Sul;302,7
30034;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;SEMILTO. DD;ANTT;RODOVIARIO;1;46;7020931;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;;;;Regional Sul;396,59
40001;EXPRESSO;EXPRESSO DO SUL;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);OUTROS MERCADOS;636,39;CONV. DD;ANTT;RODOVIARIO          ;1;54;16006500;4;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);636,39;;;;Regional SP - ANTT;636,4
30059;CATARINENSE;FLORIANOPOLIS;BALNEARIO CAMBORIU (SC) - ITAPEMA (SC);FLORIANOPOLIS - JOINVILLE;14;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;122;3;BALNEARIO CAMBORIU (SC) - ITAPEMA (SC);14;Vedetes;Normal;Seccionado;Regional Sul;14
30058;CATARINENSE;FLORIANOPOLIS;BALNEARIO CAMBORIU (SC) - ITAPEMA (SC);FLORIANOPOLIS - JOINVILLE;14;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;122;3;BALNEARIO CAMBORIU (SC) - ITAPEMA (SC);14;Vedetes;Normal;Seccionado;Regional Sul;14
3058;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;792,44;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;16013531;3;BALNEARIO CAMBORIU (SC) - SANTA MARIA (RS);792,44;;;;Regional Sul;792,44
3132;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - NITEROI (RJ) (VIA CAMPINAS);FOZ - RIO DE JANEIRO;779,88;CONVENCIONAL;ANTT;RODOVIARIO          ;1;54;9037900;3;FOZ DO IGUACU (PR) - NITEROI (RJ) (VIA CAMPINAS);779,88;;;;Regional Sul;779,88
3956;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;1104,03;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;9039731;3;CURITIBA (PR) - SANTA MARIA (RS);1104,03;;;;Regional Sul;1104,03
70040;COMETA;BELO HORIZONTE;BETIM (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;442,3;CONV. DD;ANTT;RODOVIARIO          ;1;54;6030500;7;BETIM (MG) - RIO DE JANEIRO (RJ);442,3;;;;Regional SP - ANTT;442,3
70044;COMETA;POCOS DE CALDAS;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;484,8;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;6030631;7;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);484,8;;;;Regional SP - ANTT;484,8
70046;COMETA;POCOS DE CALDAS;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;484,8;EXEC. DD;ANTT;RODOVIARIO          ;1;54;6030661;7;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);484,8;;;;Regional SP - ANTT;484,8
70048;COMETA;POCOS DE CALDAS;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;484,8;CONV. DD;ANTT;RODOVIARIO          ;1;54;6030600;7;POCOS DE CALDAS (MG) - RIO DE JANEIRO (RJ);484,8;;;;Regional SP - ANTT;484,8
30056;CATARINENSE;FLORIANOPOLIS;BALNEARIO CAMBORIU (SC) - ITAJAI (SC);CURITIBA - SANTA MARIA;11,5;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;264-2;3;BALNEARIO CAMBORIU (SC) - ITAJAI (SC);11,5;;;;Regional Sul;11,5
70069;COMETA;BELO HORIZONTE;SANTOS (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;686;CONV. DD;ANTT;RODOVIARIO          ;1;46;8004900;7;SANTOS (SP) - BELO HORIZONTE (MG);686;;;;Regional SP - ANTT;686
70071;COMETA;BELO HORIZONTE;SANTOS (SP) - BELO HORIZONTE (MG);SAO PAULO - BELO HORIZONTE;686;SEMILEITO PREMIUM;ANTT;RODOVIARIO          ;1;46;8004931;7;SANTOS (SP) - BELO HORIZONTE (MG);686;;;;Regional SP - ANTT;686
70085;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - SAO PAULO (SP)  - VIA GUARULHOS;SAO PAULO - SUL DE MINAS;539;CONV. DD;ANTT;RODOVIARIO          ;1;46;6031600;7;JUIZ DE FORA (MG) - SAO PAULO (SP)  - VIA GUARULHOS;539;;;;Regional SP - ANTT;539
70087;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - SAO VICENTE (SP) - VIA ABC;SAO PAULO - SUL DE MINAS;622;SEMILEITO PREMIUM;ANTT;RODOVIARIO          ;1;46;6031500;7;JUIZ DE FORA (MG) - SAO VICENTE (SP) - VIA ABC;622;;;;Regional SP - ANTT;622
70089;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - OSASCO (SP);SAO PAULO - SUL DE MINAS;547;CONV. DD;ANTT;RODOVIARIO          ;1;46;6031600;7;JUIZ DE FORA (MG) - OSASCO (SP);547;;;;Regional SP - ANTT;547
70091;COMETA;JUIZ DE FORA;JUIZ DE FORA (MG) - SAO PAULO (SP);SAO PAULO - SUL DE MINAS;519;SEMILEITO PREMIUM;ANTT;RODOVIARIO          ;1;46;6031600;7;JUIZ DE FORA (MG) - SAO PAULO (SP);519;;;;Regional SP - ANTT;519
